File name,cnn_covered_neurons,cnn_total_neurons ,lstm_covered_neurons,lstm_total_neurons,Predicted Steering Angle
1479425464036541085.jpg,179,1427,506,513,0.04618357494473457
1479425464086638268.jpg,154,1427,506,513,0.046931684017181396
1479425464136608112.jpg,147,1427,506,513,0.044165946543216705
1479425464186611296.jpg,137,1427,506,513,0.042881499975919724
1479425464236603193.jpg,144,1427,506,513,0.04237765446305275
1479425464286627281.jpg,152,1427,506,513,0.04328647255897522
1479425464336639025.jpg,199,1427,506,513,0.04575308784842491
1479425464386624593.jpg,225,1427,506,513,0.04651418328285217
1479425464436634617.jpg,242,1427,506,513,0.04338459670543671
1479425464486686174.jpg,145,1427,507,513,0.04193008318543434
1479425464536723116.jpg,128,1427,507,513,0.038821958005428314
1479425464586654079.jpg,222,1427,507,513,0.035711877048015594
1479425464636737631.jpg,202,1427,508,513,0.03454095870256424
1479425464686718454.jpg,218,1427,508,513,0.030814019963145256
1479425464736677121.jpg,216,1427,508,513,0.030136361718177795
1479425464786819578.jpg,271,1427,508,513,0.02956673875451088
1479425464836759993.jpg,250,1427,508,513,0.026128802448511124
1479425464886744466.jpg,258,1427,508,513,0.02295786701142788
1479425464936803774.jpg,246,1427,508,513,0.020023463293910027
1479425464986752484.jpg,255,1427,508,513,0.01806262880563736
1479425465036782011.jpg,268,1427,508,513,0.019352661445736885
1479425465086825944.jpg,195,1427,508,513,0.02323802001774311
1479425465136802389.jpg,134,1427,508,513,0.028151962906122208
1479425465186824434.jpg,130,1427,508,513,0.03201914206147194
1479425465236787478.jpg,148,1427,508,513,0.034265756607055664
1479425465286839373.jpg,145,1427,508,513,0.035618461668491364
1479425465336790704.jpg,138,1427,508,513,0.03761867433786392
1479425465386827745.jpg,199,1427,508,513,0.03966090455651283
1479425465436888835.jpg,239,1427,507,513,0.04200425371527672
1479425465486704280.jpg,237,1427,507,513,0.04723960906267166
1479425465536740826.jpg,192,1427,507,513,0.05110834911465645
1479425465586851290.jpg,149,1427,507,513,0.05685694143176079
1479425465636861208.jpg,139,1427,507,513,0.06136735528707504
1479425465686863460.jpg,128,1427,507,513,0.06390385329723358
1479425465736850570.jpg,116,1427,507,513,0.0667124018073082
1479425465786885844.jpg,118,1427,507,513,0.06726732105016708
1479425465836991130.jpg,117,1427,507,513,0.06677412241697311
1479425465886884016.jpg,138,1427,508,513,0.06672190874814987
1479425465936951597.jpg,129,1427,508,513,0.06407900899648666
1479425465986941594.jpg,116,1427,508,513,0.06349089741706848
1479425466036861894.jpg,123,1427,508,513,0.06289524585008621
1479425466086876737.jpg,134,1427,508,513,0.06087483838200569
1479425466136972790.jpg,125,1427,508,513,0.06225599721074104
1479425466187045408.jpg,123,1427,509,513,0.0641661211848259
1479425466236967408.jpg,107,1427,509,513,0.06789212673902512
1479425466286924703.jpg,110,1427,509,513,0.07146641612052917
1479425466337047501.jpg,114,1427,509,513,0.07305637001991272
1479425466387068708.jpg,103,1427,509,513,0.07658050954341888
1479425466437097862.jpg,112,1427,509,513,0.0787254124879837
1479425466486985077.jpg,117,1427,510,513,0.08328906446695328
1479425466537029996.jpg,120,1427,510,513,0.08928283303976059
1479425466587146615.jpg,96,1427,510,513,0.09473132342100143
1479425466636982407.jpg,107,1427,510,513,0.10151778161525726
1479425466687154186.jpg,109,1427,510,513,0.10602216422557831
1479425466737019562.jpg,120,1427,510,513,0.11246111243963242
1479425466787107269.jpg,118,1427,510,513,0.1180315688252449
1479425466837157829.jpg,130,1427,510,513,0.12567302584648132
1479425466887161583.jpg,132,1427,510,513,0.13297352194786072
1479425466937061748.jpg,135,1427,510,513,0.13884523510932922
1479425466987144748.jpg,142,1427,510,513,0.14385592937469482
1479425467037250592.jpg,136,1427,510,513,0.15042097866535187
1479425467087097662.jpg,131,1427,510,513,0.15908919274806976
1479425467137030932.jpg,133,1427,511,513,0.16859908401966095
1479425467187091121.jpg,133,1427,511,513,0.1788843721151352
1479425467237121179.jpg,134,1427,511,513,0.1851365864276886
1479425467287147926.jpg,138,1427,511,513,0.19144058227539062
1479425467337226793.jpg,143,1427,511,513,0.19729791581630707
1479425467387190438.jpg,128,1427,511,513,0.20178307592868805
1479425467437240204.jpg,132,1427,511,513,0.20620611310005188
1479425467487131527.jpg,131,1427,511,513,0.21147866547107697
1479425467537124339.jpg,123,1427,511,513,0.2146274596452713
1479425467587213312.jpg,101,1427,511,513,0.214674174785614
1479425467637198914.jpg,106,1427,511,513,0.21376049518585205
1479425467687245795.jpg,112,1427,511,513,0.21494534611701965
1479425467737249898.jpg,118,1427,511,513,0.2125324159860611
1479425467787180376.jpg,105,1427,511,513,0.2110462784767151
1479425467837327756.jpg,107,1427,510,513,0.20912280678749084
1479425467887243591.jpg,109,1427,510,513,0.20868685841560364
1479425467937326324.jpg,118,1427,509,513,0.21065755188465118
1479425467987181003.jpg,122,1427,509,513,0.21531952917575836
1479425468037288408.jpg,123,1427,509,513,0.2195243537425995
1479425468087278138.jpg,121,1427,509,513,0.22403696179389954
1479425468137258519.jpg,129,1427,509,513,0.22856885194778442
1479425468187221976.jpg,138,1427,509,513,0.2336309552192688
1479425468237279961.jpg,140,1427,509,513,0.2402498871088028
1479425468287290727.jpg,125,1427,509,513,0.2467309981584549
1479425468337392490.jpg,137,1427,509,513,0.2540367543697357
1479425468387363668.jpg,132,1427,509,513,0.26296165585517883
1479425468437361934.jpg,131,1427,508,513,0.26922905445098877
1479425468487275816.jpg,131,1427,508,513,0.2742627263069153
1479425468537505265.jpg,124,1427,508,513,0.2788068652153015
1479425468587327535.jpg,119,1427,508,513,0.2843940556049347
1479425468637426950.jpg,128,1427,508,513,0.2920900583267212
1479425468687444865.jpg,122,1427,508,513,0.29749369621276855
1479425468737475475.jpg,127,1427,508,513,0.302244633436203
1479425468787473873.jpg,120,1427,508,513,0.30609920620918274
1479425468837539575.jpg,125,1427,508,513,0.30857670307159424
1479425468887430302.jpg,128,1427,508,513,0.3133748769760132
1479425468937411998.jpg,121,1427,508,513,0.3161217272281647
1479425468987450855.jpg,123,1427,508,513,0.3178863823413849
1479425469037422805.jpg,125,1427,508,513,0.31602218747138977
1479425469087464981.jpg,134,1427,508,513,0.3230910003185272
1479425469137457112.jpg,133,1427,508,513,0.3412509262561798
1479425469187499703.jpg,128,1427,508,513,0.3508613407611847
1479425469237439190.jpg,132,1427,508,513,0.35307392477989197
1479425469287461723.jpg,144,1427,508,513,0.3436652719974518
1479425469337485349.jpg,154,1427,508,513,0.3365410566329956
1479425469387486765.jpg,148,1427,508,513,0.328828364610672
1479425469437503369.jpg,147,1427,508,513,0.3195951581001282
1479425469487482402.jpg,139,1427,508,513,0.3152322471141815
1479425469537533477.jpg,128,1427,508,513,0.31627750396728516
1479425469587525741.jpg,140,1427,508,513,0.31864801049232483
1479425469637544742.jpg,147,1427,508,513,0.3150990903377533
1479425469687549988.jpg,140,1427,508,513,0.3140068054199219
1479425469737509574.jpg,149,1427,508,513,0.3151186406612396
1479425469787567215.jpg,158,1427,508,513,0.315960556268692
1479425469837591780.jpg,158,1427,508,513,0.31851205229759216
1479425469887565806.jpg,164,1427,508,513,0.31914329528808594
1479425469937616223.jpg,174,1427,508,513,0.32506710290908813
1479425469987547665.jpg,167,1427,508,513,0.32391658425331116
1479425470037571237.jpg,174,1427,508,513,0.31667888164520264
1479425470087672702.jpg,187,1427,508,513,0.3071865439414978
1479425470137602908.jpg,172,1427,508,513,0.2974032163619995
1479425470187611693.jpg,153,1427,508,513,0.2818024456501007
1479425470237670583.jpg,140,1427,508,513,0.2677247226238251
1479425470287629689.jpg,158,1427,508,513,0.2556684911251068
1479425470337669931.jpg,171,1427,508,513,0.2520608603954315
1479425470387666538.jpg,174,1427,508,513,0.2488967925310135
1479425470437708967.jpg,162,1427,508,513,0.24472689628601074
1479425470487627112.jpg,169,1427,508,513,0.24130819737911224
1479425470537669194.jpg,164,1427,508,513,0.23526953160762787
1479425470587738917.jpg,188,1427,508,513,0.2298443466424942
1479425470637737075.jpg,184,1427,508,513,0.22289299964904785
1479425470687714256.jpg,187,1427,508,513,0.21664606034755707
1479425470737828505.jpg,195,1427,508,513,0.21475645899772644
1479425470787718069.jpg,220,1427,508,513,0.21856066584587097
1479425470837723661.jpg,216,1427,508,513,0.22021593153476715
1479425470887715177.jpg,239,1427,508,513,0.22211971879005432
1479425470937824540.jpg,231,1427,508,513,0.2197738140821457
1479425470987742112.jpg,221,1427,508,513,0.2143225371837616
1479425471037946994.jpg,252,1427,508,513,0.20625044405460358
1479425471087708350.jpg,238,1427,508,513,0.19753023982048035
1479425471137879420.jpg,195,1427,508,513,0.1871492564678192
1479425471187788170.jpg,204,1427,508,513,0.17634057998657227
1479425471237926467.jpg,223,1427,508,513,0.1632435917854309
1479425471287812391.jpg,270,1427,508,513,0.15196608006954193
1479425471337938290.jpg,256,1427,508,513,0.14120055735111237
1479425471387869489.jpg,270,1427,508,513,0.133747860789299
1479425471437817786.jpg,265,1427,508,513,0.12434837222099304
1479425471487922567.jpg,262,1427,508,513,0.11693441867828369
1479425471537881702.jpg,266,1427,508,513,0.10666639357805252
1479425471587865675.jpg,278,1427,508,513,0.09564191102981567
1479425471637871684.jpg,271,1427,508,513,0.0830644741654396
1479425471687847719.jpg,290,1427,508,513,0.07004189491271973
1479425471737892952.jpg,293,1427,508,513,0.054492074996232986
1479425471787856644.jpg,294,1427,508,513,0.04128778353333473
1479425471837891940.jpg,307,1427,508,513,0.031140828505158424
1479425471887842023.jpg,308,1427,508,513,0.02235611528158188
1479425471937964536.jpg,317,1427,508,513,0.013337724842131138
1479425471988059874.jpg,286,1427,508,513,0.0035961789544671774
1479425472038075823.jpg,305,1427,508,513,-0.008976943790912628
1479425472088001704.jpg,337,1427,508,513,-0.015814343467354774
1479425472138171167.jpg,319,1427,508,513,-0.02935962751507759
1479425472188174498.jpg,314,1427,508,513,-0.049507588148117065
1479425472238035203.jpg,305,1427,508,513,-0.07346491515636444
1479425472288105559.jpg,338,1427,508,513,-0.08667802810668945
1479425472338141795.jpg,317,1427,508,513,-0.09733543545007706
1479425472388088728.jpg,330,1427,508,513,-0.11658137291669846
1479425472438151321.jpg,337,1427,508,513,-0.1326204091310501
1479425472488161318.jpg,347,1427,508,513,-0.13772247731685638
1479425472538098169.jpg,354,1427,508,513,-0.140969917178154
1479425472588142940.jpg,372,1427,508,513,-0.15026064217090607
1479425472638183644.jpg,337,1427,508,513,-0.1545981764793396
1479425472688106000.jpg,353,1427,508,513,-0.1543111801147461
1479425472738226851.jpg,333,1427,508,513,-0.14841367304325104
1479425472788196547.jpg,327,1427,508,513,-0.1345961093902588
1479425472838198592.jpg,317,1427,508,513,-0.12041065096855164
1479425472888232417.jpg,304,1427,508,513,-0.10573612153530121
1479425472938252437.jpg,215,1427,508,513,-0.09084662050008774
1479425472988233929.jpg,219,1427,508,513,-0.07611081749200821
1479425473038182153.jpg,240,1427,508,513,-0.07094813138246536
1479425473088169184.jpg,173,1427,508,513,-0.0692019984126091
1479425473138220022.jpg,157,1427,508,513,-0.06965731829404831
1479425473188249245.jpg,170,1427,508,513,-0.06778580695390701
1479425473238252451.jpg,170,1427,508,513,-0.0631445050239563
1479425473288281447.jpg,234,1427,509,513,-0.06332983076572418
1479425473338265983.jpg,367,1427,509,513,-0.0725637823343277
1479425473388245228.jpg,285,1427,509,513,-0.06639326363801956
1479425473438326991.jpg,265,1427,509,513,-0.0915519967675209
1479425473488272568.jpg,271,1427,509,513,-0.15862704813480377
1479425473538246977.jpg,239,1427,509,513,-0.26395300030708313
1479425473588285460.jpg,271,1427,509,513,-0.3828085660934448
1479425473638295459.jpg,234,1427,509,513,-0.49879786372184753
1479425473688291452.jpg,245,1427,509,513,-0.5965665578842163
1479425473738358929.jpg,283,1427,509,513,-0.6763296723365784
1479425473788285813.jpg,267,1427,509,513,-0.749952495098114
1479425473838316755.jpg,295,1427,509,513,-0.8045294284820557
1479425473888375278.jpg,345,1427,509,513,-0.8346023559570312
1479425473938375490.jpg,358,1427,509,513,-0.849492609500885
1479425473988331148.jpg,376,1427,509,513,-0.8432822227478027
1479425474038441715.jpg,405,1427,510,513,-0.8150939345359802
1479425474088396056.jpg,446,1427,510,513,-0.771310567855835
1479425474138376609.jpg,427,1427,510,513,-0.7348314523696899
1479425474188402642.jpg,346,1427,510,513,-0.716438889503479
1479425474238370303.jpg,342,1427,510,513,-0.701447069644928
1479425474288443130.jpg,370,1427,510,513,-0.6967647671699524
1479425474338481132.jpg,401,1427,511,513,-0.7154154181480408
1479425474388404577.jpg,429,1427,509,513,-0.7377486824989319
1479425474438416493.jpg,443,1427,509,513,-0.7433580160140991
1479425474488456262.jpg,373,1427,507,513,-0.7404083609580994
1479425474538455214.jpg,344,1427,505,513,-0.7303642630577087
1479425474588420270.jpg,366,1427,502,513,-0.7061808705329895
1479425474638458150.jpg,346,1427,501,513,-0.6631146669387817
1479425474688495756.jpg,343,1427,501,513,-0.599830150604248
1479425474738524774.jpg,361,1427,501,513,-0.5325407981872559
1479425474788520389.jpg,354,1427,501,513,-0.4580843448638916
1479425474838565095.jpg,393,1427,501,513,-0.3882235586643219
1479425474888420539.jpg,390,1427,501,513,-0.3241439461708069
1479425474938465270.jpg,362,1427,501,513,-0.2599484324455261
1479425474988433846.jpg,432,1427,501,513,-0.1979731172323227
1479425475038597612.jpg,378,1427,501,513,-0.14370672404766083
1479425475088523291.jpg,429,1427,501,513,-0.09388285875320435
1479425475138528325.jpg,425,1427,501,513,-0.04798080027103424
1479425475188503326.jpg,386,1427,501,513,-0.020410848781466484
1479425475238439346.jpg,393,1427,501,513,0.00520752090960741
1479425475288549236.jpg,398,1427,501,513,0.025074059143662453
1479425475338512029.jpg,362,1427,501,513,0.04462523013353348
1479425475388514936.jpg,400,1427,501,513,0.05885431915521622
1479425475438522963.jpg,461,1427,501,513,0.07468554377555847
1479425475488518345.jpg,459,1427,501,513,0.08420416712760925
1479425475538554968.jpg,454,1427,501,513,0.09019909799098969
1479425475588609769.jpg,439,1427,501,513,0.09927258640527725
1479425475638567482.jpg,428,1427,499,513,0.10154318064451218
1479425475688557528.jpg,396,1427,499,513,0.09678757935762405
1479425475738621943.jpg,392,1427,499,513,0.0895545482635498
1479425475788654601.jpg,441,1427,499,513,0.08342444151639938
1479425475838585986.jpg,405,1427,498,513,0.07497232407331467
1479425475888678646.jpg,373,1427,498,513,0.06712983548641205
1479425475938681487.jpg,372,1427,498,513,0.06858287751674652
1479425475988629010.jpg,367,1427,498,513,0.08243752270936966
1479425476038620673.jpg,354,1427,498,513,0.10421272367238998
1479425476088700194.jpg,370,1427,498,513,0.13465988636016846
1479425476138632420.jpg,365,1427,497,513,0.16281883418560028
1479425476188653632.jpg,348,1427,497,513,0.1826459914445877
1479425476238948004.jpg,326,1427,497,513,0.20244872570037842
1479425476288694141.jpg,357,1427,496,513,0.21062283217906952
1479425476338673200.jpg,340,1427,496,513,0.21498805284500122
1479425476388749768.jpg,360,1427,497,513,0.21902281045913696
1479425476438703321.jpg,358,1427,497,513,0.21695049107074738
1479425476488789361.jpg,377,1427,497,513,0.2141328901052475
1479425476538783734.jpg,385,1427,497,513,0.20960034430027008
1479425476588728563.jpg,380,1427,497,513,0.20859891176223755
1479425476638744234.jpg,380,1427,497,513,0.20746773481369019
1479425476688741578.jpg,375,1427,497,513,0.20546011626720428
1479425476738775155.jpg,360,1427,497,513,0.2017512321472168
1479425476788842204.jpg,369,1427,497,513,0.21503417193889618
1479425476838781343.jpg,406,1427,497,513,0.23151791095733643
1479425476888787441.jpg,419,1427,497,513,0.24668635427951813
1479425476938859087.jpg,388,1427,497,513,0.2502686381340027
1479425476988807753.jpg,387,1427,496,513,0.2558997571468353
1479425477038887379.jpg,366,1427,495,513,0.25118258595466614
1479425477088807040.jpg,358,1427,495,513,0.24451154470443726
1479425477138807785.jpg,350,1427,495,513,0.2344357818365097
1479425477188922979.jpg,350,1427,493,513,0.2170805037021637
1479425477238840334.jpg,360,1427,495,513,0.19696275889873505
1479425477288907543.jpg,381,1427,495,513,0.17023731768131256
1479425477338960729.jpg,385,1427,495,513,0.13937771320343018
1479425477388911861.jpg,390,1427,494,513,0.11021436005830765
1479425477438887708.jpg,398,1427,494,513,0.08223191648721695
1479425477488922822.jpg,348,1427,494,513,0.06034070625901222
1479425477538942781.jpg,355,1427,494,513,0.04546573758125305
1479425477588987687.jpg,397,1427,493,513,0.0391739085316658
1479425477638925581.jpg,388,1427,492,513,0.02734965831041336
1479425477688937431.jpg,409,1427,492,513,0.020983126014471054
1479425477739556250.jpg,403,1427,492,513,0.017667679116129875
1479425477788948138.jpg,441,1427,492,513,0.0023341875057667494
1479425477838934577.jpg,454,1427,492,513,-0.012086852453649044
1479425477888948464.jpg,448,1427,492,513,-0.031575217843055725
1479425477938965840.jpg,461,1427,492,513,-0.05500981956720352
1479425477989077866.jpg,396,1427,492,513,-0.08477231115102768
1479425478038942486.jpg,366,1427,493,513,-0.1132204607129097
1479425478089057159.jpg,369,1427,493,513,-0.14383462071418762
1479425478139048301.jpg,381,1427,493,513,-0.17240560054779053
1479425478189090682.jpg,390,1427,493,513,-0.1923830509185791
1479425478239012125.jpg,389,1427,493,513,-0.2006806582212448
1479425478289079599.jpg,393,1427,492,513,-0.20433640480041504
1479425478339057488.jpg,414,1427,493,513,-0.20459413528442383
1479425478389110771.jpg,395,1427,493,513,-0.20138618350028992
1479425478439078118.jpg,370,1427,493,513,-0.21402955055236816
1479425478489071115.jpg,351,1427,494,513,-0.23159067332744598
1479425478539067254.jpg,341,1427,495,513,-0.2494174838066101
1479425478589087190.jpg,340,1427,495,513,-0.2670614421367645
1479425478639055536.jpg,328,1427,494,513,-0.283343642950058
1479425478689149202.jpg,370,1427,495,513,-0.29714587330818176
1479425478739100358.jpg,303,1427,495,513,-0.30796128511428833
1479425478789153645.jpg,313,1427,496,513,-0.3081975281238556
1479425478839141187.jpg,270,1427,498,513,-0.3028354048728943
1479425478889151017.jpg,293,1427,498,513,-0.3073657155036926
1479425478939240846.jpg,323,1427,500,513,-0.3149181604385376
1479425478989147766.jpg,294,1427,499,513,-0.3224858343601227
1479425479039211268.jpg,260,1427,499,513,-0.33112961053848267
1479425479089230263.jpg,242,1427,499,513,-0.3412301242351532
1479425479139194771.jpg,216,1427,499,513,-0.35077354311943054
1479425479189200247.jpg,208,1427,500,513,-0.35855790972709656
1479425479239561420.jpg,215,1427,500,513,-0.35445937514305115
1479425479289276234.jpg,230,1427,500,513,-0.3475906252861023
1479425479339312702.jpg,265,1427,500,513,-0.32970720529556274
1479425479389220802.jpg,213,1427,500,513,-0.319786936044693
1479425479439204951.jpg,165,1427,501,513,-0.3090907633304596
1479425479489263915.jpg,169,1427,501,513,-0.29330915212631226
1479425479539223827.jpg,161,1427,501,513,-0.27659833431243896
1479425479589374111.jpg,142,1427,501,513,-0.2643742561340332
1479425479639242683.jpg,153,1427,501,513,-0.2508310377597809
1479425479689337057.jpg,158,1427,501,513,-0.23888647556304932
1479425479739281981.jpg,141,1427,501,513,-0.22570838034152985
1479425479789362848.jpg,143,1427,501,513,-0.20799797773361206
1479425479839321743.jpg,141,1427,502,513,-0.1912602335214615
1479425479889297514.jpg,157,1427,502,513,-0.17980343103408813
1479425479939325347.jpg,151,1427,502,513,-0.1683216542005539
1479425479989369360.jpg,122,1427,502,513,-0.15828390419483185
1479425480039306009.jpg,114,1427,502,513,-0.14971759915351868
1479425480089353722.jpg,126,1427,502,513,-0.1404416859149933
1479425480139374710.jpg,135,1427,502,513,-0.131259948015213
1479425480189398477.jpg,147,1427,502,513,-0.12266720086336136
1479425480239342730.jpg,150,1427,504,513,-0.11640431731939316
1479425480289412357.jpg,125,1427,504,513,-0.10532233119010925
1479425480339480159.jpg,128,1427,504,513,-0.09116355329751968
1479425480389389047.jpg,141,1427,504,513,-0.08338433504104614
1479425480439429560.jpg,137,1427,504,513,-0.07540582865476608
1479425480489467589.jpg,138,1427,504,513,-0.06298050284385681
1479425480539445380.jpg,125,1427,504,513,-0.05133235454559326
1479425480589437071.jpg,144,1427,504,513,-0.040784724056720734
1479425480639443659.jpg,162,1427,504,513,-0.032356712967157364
1479425480689447340.jpg,148,1427,504,513,-0.023456815630197525
1479425480740004922.jpg,139,1427,504,513,-0.015799006447196007
1479425480789486716.jpg,132,1427,504,513,-0.010632190853357315
1479425480839507375.jpg,133,1427,504,513,-0.005480861756950617
1479425480889508091.jpg,138,1427,504,513,-0.0012095028068870306
1479425480939448035.jpg,141,1427,504,513,0.002682894002646208
1479425480989617990.jpg,124,1427,504,513,0.0018693339079618454
1479425481039511063.jpg,145,1427,504,513,0.0017852215096354485
1479425481089519192.jpg,137,1427,504,513,-0.0011050297180190682
1479425481139559955.jpg,140,1427,504,513,-0.004291396588087082
1479425481189582228.jpg,133,1427,504,513,-0.0057745687663555145
1479425481239551208.jpg,130,1427,504,513,-0.006712198257446289
1479425481289593844.jpg,138,1427,504,513,-0.010768681764602661
1479425481339600229.jpg,137,1427,504,513,-0.015456856228411198
1479425481389564116.jpg,137,1427,504,513,-0.019723745062947273
1479425481439622040.jpg,122,1427,504,513,-0.021702691912651062
1479425481489651743.jpg,127,1427,504,513,-0.01908922754228115
1479425481539615797.jpg,129,1427,505,513,-0.014562487602233887
1479425481589642847.jpg,121,1427,505,513,-0.007802849169820547
1479425481639633409.jpg,146,1427,505,513,-0.0038857334293425083
1479425481689633691.jpg,150,1427,505,513,-0.0002613932592794299
1479425481739679479.jpg,143,1427,504,513,0.0027092359960079193
1479425481789695376.jpg,154,1427,504,513,0.003396053332835436
1479425481839683551.jpg,162,1427,506,513,0.004267401993274689
1479425481889671632.jpg,166,1427,506,513,0.005661414470523596
1479425481939663034.jpg,164,1427,507,513,0.00871079321950674
1479425481989643376.jpg,161,1427,507,513,0.013729216530919075
1479425482039684504.jpg,162,1427,508,513,0.019660836085677147
1479425482089705119.jpg,167,1427,508,513,0.024983594194054604
1479425482139781143.jpg,163,1427,508,513,0.02903364785015583
1479425482189705241.jpg,158,1427,508,513,0.03157515823841095
1479425482240345436.jpg,166,1427,508,513,0.0364166721701622
1479425482289755682.jpg,154,1427,508,513,0.039934687316417694
1479425482339806233.jpg,145,1427,508,513,0.04428747296333313
1479425482389809053.jpg,158,1427,509,513,0.047718700021505356
1479425482439757697.jpg,157,1427,509,513,0.0494844876229763
1479425482489739271.jpg,166,1427,509,513,0.05083860084414482
1479425482539873009.jpg,175,1427,511,513,0.05349292978644371
1479425482589808311.jpg,153,1427,511,513,0.056022752076387405
1479425482639842908.jpg,153,1427,511,513,0.06002018228173256
1479425482689800193.jpg,174,1427,511,513,0.06241393834352493
1479425482739811890.jpg,167,1427,511,513,0.06158663332462311
1479425482789802899.jpg,174,1427,511,513,0.06180484592914581
1479425482839871403.jpg,173,1427,511,513,0.0604509599506855
1479425482889818491.jpg,185,1427,511,513,0.05923711881041527
1479425482939888311.jpg,177,1427,511,513,0.05769134685397148
1479425482990024259.jpg,178,1427,511,513,0.05601552128791809
1479425483039857199.jpg,177,1427,512,513,0.056103967130184174
1479425483089982809.jpg,169,1427,512,513,0.05352454632520676
1479425483139940003.jpg,178,1427,512,513,0.05122784152626991
1479425483189903545.jpg,173,1427,512,513,0.05054860562086105
1479425483239937856.jpg,181,1427,512,513,0.04747861996293068
1479425483289899135.jpg,192,1427,512,513,0.04334148392081261
1479425483339973692.jpg,184,1427,512,513,0.04142364487051964
1479425483389926110.jpg,185,1427,512,513,0.04202164337038994
1479425483440027209.jpg,174,1427,512,513,0.04240931198000908
1479425483490051428.jpg,163,1427,512,513,0.04467632248997688
1479425483539966508.jpg,147,1427,512,513,0.046656832098960876
1479425483590036702.jpg,150,1427,512,513,0.0482400581240654
1479425483640054335.jpg,166,1427,512,513,0.04787208139896393
1479425483689970189.jpg,151,1427,512,513,0.045517805963754654
1479425483739974784.jpg,158,1427,512,513,0.042399752885103226
1479425483789997770.jpg,157,1427,512,513,0.03811468556523323
1479425483840003304.jpg,152,1427,512,513,0.034006278961896896
1479425483889996738.jpg,157,1427,512,513,0.030325422063469887
1479425483940037920.jpg,176,1427,512,513,0.027688484638929367
1479425483990053907.jpg,164,1427,39,513,0.023743731901049614
1479425484040008904.jpg,160,1427,41,513,0.02009773999452591
1479425484090177169.jpg,120,1427,41,513,0.016502251848578453
1479425484140130080.jpg,122,1427,40,513,0.015763849020004272
1479425484190031016.jpg,164,1427,40,513,0.013293794356286526
1479425484240058543.jpg,175,1427,39,513,0.011456269770860672
1479425484290090105.jpg,160,1427,39,513,0.00964412186294794
1479425484340062246.jpg,152,1427,38,513,0.007885457016527653
1479425484390093269.jpg,150,1427,38,513,0.006871327757835388
1479425484440231873.jpg,142,1427,37,513,0.005908828694373369
1479425484490102584.jpg,138,1427,36,513,0.005851238500326872
1479425484540124506.jpg,126,1427,34,513,0.004890123847872019
1479425484590171023.jpg,137,1427,34,513,0.002456078538671136
1479425484640184141.jpg,135,1427,34,513,-0.0024542338214814663
1479425484690170884.jpg,140,1427,498,513,-0.008549392223358154
1479425484740210717.jpg,150,1427,508,513,-0.014020581729710102
1479425484790190355.jpg,148,1427,508,513,-0.017639385536313057
1479425484840154163.jpg,142,1427,508,513,-0.020634474232792854
1479425484890315303.jpg,144,1427,508,513,-0.021363193169236183
1479425484940209982.jpg,108,1427,508,513,-0.025244994089007378
1479425484990181613.jpg,98,1427,508,513,-0.03006051294505596
1479425485040288322.jpg,84,1427,508,513,-0.03463328257203102
1479425485090217151.jpg,98,1427,508,513,-0.04009147733449936
1479425485140290599.jpg,67,1427,508,513,-0.04359627142548561
1479425485190254419.jpg,71,1427,506,513,-0.04925873503088951
1479425485240270487.jpg,99,1427,505,513,-0.05300133675336838
1479425485290291804.jpg,114,1427,505,513,-0.05298334360122681
1479425485340296592.jpg,95,1427,505,513,-0.050378456711769104
1479425485390329216.jpg,87,1427,505,513,-0.04810042679309845
1479425485440286516.jpg,92,1427,505,513,-0.04874782636761665
1479425485490269662.jpg,97,1427,505,513,-0.049055006355047226
1479425485540340795.jpg,107,1427,505,513,-0.049841295927762985
1479425485590295391.jpg,104,1427,505,513,-0.052605994045734406
1479425485640385310.jpg,109,1427,505,513,-0.05568104609847069
1479425485690367707.jpg,78,1427,505,513,-0.05861286446452141
1479425485740353103.jpg,118,1427,505,513,-0.06565196067094803
1479425485790309212.jpg,135,1427,505,513,-0.06857313960790634
1479425485840339023.jpg,120,1427,505,513,-0.06877966970205307
1479425485890414046.jpg,131,1427,505,513,-0.06696424633264542
1479425485940389308.jpg,129,1427,505,513,-0.06247374415397644
1479425485990442274.jpg,123,1427,505,513,-0.05854232236742973
1479425486040369175.jpg,157,1427,505,513,-0.056816086173057556
1479425486090379225.jpg,118,1427,505,513,-0.05192084237933159
1479425486140467006.jpg,135,1427,504,513,-0.047585006803274155
1479425486190451995.jpg,133,1427,504,513,-0.04701966792345047
1479425486240470042.jpg,139,1427,504,513,-0.04405085742473602
1479425486290435916.jpg,143,1427,504,513,-0.04279119893908501
1479425486340421705.jpg,139,1427,504,513,-0.04663810506463051
1479425486390451058.jpg,118,1427,504,513,-0.04386061057448387
1479425486440528824.jpg,135,1427,504,513,-0.043043505400419235
1479425486490485967.jpg,136,1427,504,513,-0.04024519398808479
1479425486540531284.jpg,140,1427,503,513,-0.031806960701942444
1479425486590516327.jpg,154,1427,503,513,-0.02273041009902954
1479425486640484151.jpg,160,1427,503,513,-0.01124966237694025
1479425486690542196.jpg,189,1427,503,513,-0.0005528116598725319
1479425486740537991.jpg,145,1427,503,513,0.00940653681755066
1479425486790540402.jpg,148,1427,503,513,0.02397821843624115
1479425486840509573.jpg,157,1427,504,513,0.0358915850520134
1479425486890535427.jpg,166,1427,504,513,0.04823717847466469
